"id","target","target_sentiment","companies_sentiment","consumers_sentiment","__split"
"935551936551640960","SiemensGamesa","positive","neutral","neutral","test"
"935522280721043200","jamón de bellota","positive","positive","negative","train"
"935516266940502016","Repsol","positive","neutral","neutral","train"
"935505233626763264","Repsol","positive","neutral","neutral","val"
"935496022394048384","euro","neutral","neutral","neutral","test"
"935479681805180800","I+D","negative","negative","negative","test"
"935448024846827648","Ibex 35","positive","positive","positive","val"
"935432986354438016","pensiones","neutral","neutral","neutral","train"
"935406293547933568","BBVA","neutral","neutral","neutral","train"
"935401329450774400","Economía Social y Solidaria","neutral","neutral","neutral","val"
"935395835193552768","España","positive","positive","neutral","test"
"935256649484431232","WallStreet","neutral","neutral","neutral","train"
"935242456047775616","Chile","positive","positive","positive","val"
"935170528997884032","estancos","positive","neutral","neutral","test"
"935165386340827136","EEUU","negative","negative","negative","train"
"935157581928124416","Wall Street","neutral","neutral","neutral","train"
"935145313991647232","EEUU","negative","negative","negative","train"
"935106867776360448","España","positive","positive","positive","train"
"935089150331703168","BBVA","neutral","neutral","neutral","val"
"935067383172960000","Europa","positive","positive","positive","train"
"935053780349083648","Iberdrola y Endesa","positive","neutral","neutral","train"
"937591032342032384","Conductores, ciclistas, repartidores","negative","neutral","negative","val"
"937406227591688192","Dif","neutral","neutral","neutral","train"
"937312715290435584","Barcelona","neutral","neutral","neutral","train"
"937276757438353408","comunidades autónomas","positive","positive","positive","test"
"937266416780267648","Eurogrupo","neutral","neutral","neutral","train"
"937264770033500032","Bolsa venezolana","positive","positive","positive","train"
"937243317204602752","IRPF","neutral","neutral","neutral","test"
"937243087608406016","Santander","neutral","neutral","neutral","train"
"937081292998545408","Trump","positive","positive","positive","train"
"937007390158925824","Apple","negative","neutral","neutral","val"
"936934949743218816","hipotecas multidivisa","negative","neutral","positive","test"
"936892473044959232","banca","positive","neutral","neutral","train"
"936695019884425216","préstamos rápidos","neutral","neutral","neutral","train"
"936661506590232448","EEUU","positive","positive","positive","train"
"936654403746041600","Dublín","neutral","neutral","neutral","train"
"936628822115540992","hucha de pensiones","negative","negative","negative","val"
"936591422844792832","Mifid II","positive","neutral","neutral","train"
"936590588870262784","Mifid II","positive","neutral","neutral","train"
"936547664312848384","Acciona, ACS y Ferrovial","negative","neutral","neutral","train"
"936534319652327424","España","negative","negative","negative","val"
"936510561474490368","OHL","positive","neutral","neutral","train"
"936508000000000000","pensión","negative","neutral","negative","val"
"936264384116154368","Santander","positive","neutral","neutral","val"
"936238659992473600","Popular","neutral","neutral","neutral","test"
"936206854891491200","Portugal, Eslovaquia, Letonia y Luxemburgo","neutral","neutral","neutral","train"
"936196846644613248","Euronext","positive","neutral","neutral","val"
"936143427430965248","PIB","neutral","neutral","neutral","train"
"936143168243949568","Ibex 35","neutral","neutral","neutral","val"
"936133929580617600","economía norteamericana","positive","positive","positive","train"
"935977948032749568","Wall Street","neutral","neutral","neutral","train"
"935925077903859584","vehículos diésel","negative","neutral","negative","val"
"935874090237353984","Banco Popular","negative","neutral","neutral","train"
"935827685435236352","IPC","neutral","neutral","neutral","train"
"935817783203549184","sistema de pensiones","neutral","neutral","neutral","train"
"935811328673042432","sucursales bancarias","positive","neutral","negative","val"
"966941706326331392","Repsol","positive","neutral","neutral","train"
"972967507282878464","Deutsche Bank","positive","neutral","neutral","train"
"976226312443584384","Salesforce","positive","neutral","neutral","train"
"976959792664272768","Petro","positive","neutral","neutral","train"
"985234804986834944","El Corte Inglés","positive","neutral","positive","val"
"985614391851831168","BCE","neutral","negative","negative","train"
"989269293320802432","Visa","positive","neutral","neutral","val"
"989595879450562432","Wall Street","positive","positive","neutral","train"
"991420623812464640","Apple","positive","neutral","neutral","test"
"991794364895629056","Tesla","neutral","neutral","neutral","train"
"992129861643796352","Uber y Cabify","positive","neutral","positive","train"
"992499212066672640","Apple","positive","neutral","neutral","train"
"993583462069211136","Wall Street","positive","positive","neutral","test"
"999382590837739648","Wall Street","positive","positive","neutral","test"
"1001933769614418048","grandes bancos","negative","neutral","neutral","train"
"1006261034087305216","Carrefour","positive","neutral","neutral","train"
"1007014367865470848","Comcast","positive","neutral","neutral","train"
"1007007398568058752","banca de EEUU","neutral","neutral","neutral","train"
"1007352878896381952","Wall Street","neutral","neutral","neutral","test"
"1013885749471653760","Wall Street","positive","positive","neutral","val"
"1015326694654214016","Wall Street","positive","positive","neutral","test"
"1018985794416111616","Santander e Inversiones Tirema","positive","neutral","neutral","train"
"1109212537923559424","España","positive","positive","positive","test"
"1110169254115053568","España","positive","positive","positive","train"
"1110455634124779648","España","positive","positive","positive","val"
"1110489927710588800","España","positive","positive","positive","test"
"1110530768743346048","pymes españolas","positive","positive","positive","val"
"1110537289950814208","gas","negative","positive","positive","train"
"1110814594887495552","Ibex 35","neutral","neutral","neutral","train"
"1110847036570718208","empleo público","neutral","neutral","positive","test"
"1110874905837477760","Madrid","positive","positive","positive","val"
"1112271564177854464","gestores","positive","neutral","neutral","val"
"1112098297794170752","Madrid","positive","positive","positive","val"
"1112414756361506816","bolsa india","positive","positive","positive","train"
"1112614449884602368","petróleo","positive","negative","negative","val"
"1112665443863535616","El Corte Inglés","positive","neutral","neutral","train"
"1112711189170147200","Portugal","positive","positive","positive","train"
"1112745201045593984","petrolera estatal saudí","positive","neutral","neutral","val"
"1112975452925292416","España","positive","positive","positive","test"
"1112978408005402624","Seguridad Social","positive","positive","positive","val"
"1112986210392248448","elcorteingles","positive","neutral","neutral","test"
"1113028267076976640","mercado del patín","positive","positive","neutral","val"
"1113055361223798784","Bitcoin","positive","neutral","positive","val"
"1113135254347190016","Bitcoin","positive","neutral","positive","val"
"1113191877304475648","Árima","positive","neutral","neutral","train"
"1113342885896818560","Santander","positive","neutral","neutral","test"
"1113388502995992448","acereras","positive","neutral","neutral","train"
"1113416450436366336","EEUU","neutral","neutral","neutral","test"
"1113427194842427136","Portugal","positive","positive","positive","val"
"1113433346095439616","EEUU","positive","positive","positive","test"
"1113481641710817152","Ibex 35","negative","negative","negative","val"
"1113532549672984448","Wall Street","positive","positive","neutral","train"
"1113837136153804800","Benetti","positive","neutral","neutral","test"
"1113859235065077632","Amazon","neutral","neutral","neutral","train"
"1113916653425840000","Tencent","neutral","neutral","neutral","train"
"1114145468148264832","EEUU","positive","positive","positive","train"
"1114194530004361216","petróleo","positive","negative","negative","train"
"1114226633098125184","Cabify","neutral","neutral","neutral","train"
"1115652995696533632","Barcelona","positive","positive","positive","val"
"1115933856232824832","impuesto de sucesiones y donaciones","negative","positive","positive","train"
"1115971828617547648","Madrid","positive","positive","positive","val"
"1116380639035633664","Mediaset","positive","neutral","neutral","val"
"1116604481435660160","Santander","neutral","neutral","neutral","train"
"1116739416863707136","Ferrero y Unilever","positive","neutral","neutral","train"
"1117020370723381248","pequeñas comercializadoras","positive","neutral","neutral","val"
"1117141321112801152","España","positive","positive","positive","train"
"1117696455257534464","Puma","positive","neutral","neutral","train"
"1117796201896845184","Disney","positive","neutral","neutral","test"
"1118064093494161408","Santander","positive","neutral","neutral","train"
"1118102517097873408","España","positive","positive","positive","train"
"1118168938104414208","Ibex 35","positive","positive","positive","train"
"1118197130273939584","oro","positive","positive","positive","train"
"1118235107993632768","Monster","positive","neutral","neutral","val"
"1118406970279645184","economía china","positive","positive","positive","train"
"1118450873582092160","Danone","positive","neutral","neutral","train"
"1118490000000000000","Agencia Tributaria","negative","positive","positive","train"
"1118492769713053568","PepsiCo","positive","neutral","neutral","train"
"1118499683742244864","empresas españolas","positive","positive","neutral","train"
"1118573919307534336","China y EEUU","positive","positive","positive","train"
"1118874005493244032","Wall Street","positive","positive","neutral","train"
"1118972260923138048","Pinterest","positive","neutral","neutral","train"
"1119920233995800448","españoles","positive","positive","positive","test"
"1120039597935931136","InnovaciónAbierta","neutral","neutral","neutral","val"
"1120216242823094016","Grecia","positive","positive","positive","val"
"1120325126858465152","Kleenex y Scottex","positive","neutral","neutral","train"
"1120661461372686336","Twitter","positive","neutral","neutral","train"
"1120667710696902784","sector de la hostelería y de la restauración","positive","positive","neutral","train"
"1120685947149082624","Coca-Cola","positive","neutral","neutral","train"
"1120698612491665408","hostelería y restauración","positive","positive","neutral","train"
"1120708711910129664","Disney","positive","neutral","neutral","test"
"1120783504185462784","Coca-Cola","positive","neutral","neutral","val"
"1120784846375268352","Disney","positive","neutral","neutral","train"
"1120789633279909760","Snap","negative","neutral","neutral","test"
"1120937241939984384","Banco Sabadell","positive","neutral","neutral","train"
"1120952332102045568","Sabadell","positive","neutral","neutral","train"
"1121039712385368064","Heineken","positive","neutral","neutral","val"
"1121072326991335424","Disney","positive","neutral","neutral","test"
"1121356979996327936","Unicaja-Liberbank","neutral","neutral","neutral","test"
"1121397963106992000","bancos","negative","neutral","positive","val"
"1121413544816390016","Facebook","positive","neutral","neutral","train"
"1121510167990931584","Amazon","positive","neutral","neutral","train"
"1121523379582926848","Amazon","positive","neutral","neutral","train"
"1121648051112726400","Banco Sabadell","positive","neutral","neutral","train"
"1121754824536658048","EEUU","positive","positive","positive","val"
"1121806925602144384","Total","positive","neutral","neutral","train"
"1121810790863056768","Boussard","positive","neutral","neutral","val"
"1122417139506384768","bolsa china","negative","negative","negative","train"
"1122430262812585984","productoras","positive","neutral","neutral","val"
"1122464163547295616","Grecia","positive","positive","positive","val"
"1122752710489661440","empresas","neutral","neutral","neutral","train"
"1122849714481836032","Eurozona","positive","positive","positive","train"
"1122867417460498432","Madrid","positive","positive","positive","train"
"1122892767032762368","Ibex 35","positive","positive","positive","val"
"1122896010513137664","BBVA","positive","neutral","neutral","val"
"1123098116322934784","Banco Santander","positive","neutral","neutral","val"
"1123109381216898944","Repsol","positive","neutral","neutral","train"
"1123130294033375232","economía española","positive","positive","positive","val"
"1123159469565927424","IBEX-35","positive","positive","positive","val"
"1123317075877998592","Wall Street","positive","positive","neutral","test"
"1123952940547489536","IBEX-35","positive","positive","positive","train"
"1124040926626762752","Wall Street","negative","negative","negative","train"
"1124056786896662400","rentas altas","negative","neutral","positive","val"
"1124278253408198784","prima de riesgo española","positive","positive","positive","test"
"1124290978330873984","EEUU","positive","positive","positive","val"
"1124292919547109248","Gobierno socialista","positive","positive","neutral","val"
"1124347855806840832","Ibex 35","positive","positive","positive","train"
"1124361727968026624","EEUU","positive","positive","positive","train"
"1124384377515810816","España","positive","positive","positive","train"
"1124399476725014400","Ryanair","negative","neutral","neutral","val"
"1124574470956564352","grandes bancos españoles","positive","neutral","neutral","train"
"1124610042676772864","Hacienda española","positive","positive","positive","val"
"1124731402690412416","Berkshire Hathaway","positive","neutral","neutral","train"
"1124742336389484416","Fiat Chrysler","positive","neutral","neutral","val"
"1124955933539483648","Estados Unidos","positive","positive","positive","test"
"1125295280017084416","paro","positive","positive","positive","train"
"1125294438740307968","desempleo","positive","positive","positive","train"
"1125331530975461248","España","positive","positive","positive","train"
"1125354786449174400","economía española","positive","positive","positive","train"
"1125380179172441984","Trump","positive","positive","positive","train"
"1125456441534504832","paro","positive","positive","positive","train"
"1125472799789867008","Bankia y Prada","positive","neutral","neutral","test"
"1125774865049489408","Ferrari","positive","neutral","neutral","test"
"1126021828114300800","KKR","positive","neutral","neutral","train"
"1126033173484331008","Telefónica","positive","neutral","neutral","train"
"1126132206357942016","América Latina","positive","positive","positive","test"
"1126398141903900416","Real Madrid","positive","neutral","neutral","train"
"1126421079633870848","bitcoin","positive","neutral","positive","train"
"1126521234353741824","Tesoro","positive","positive","positive","train"
"1127864787566714752","España","positive","positive","positive","train"
"1127951432370536448","Fed","neutral","neutral","neutral","test"
"1128194150858395648","Ibex 35","positive","positive","positive","test"
"1128272937688158208","Andalucía","positive","positive","positive","train"
"1128292779707309952","Wall Street","neutral","neutral","neutral","val"
"1128351770416111616","ACS","positive","neutral","neutral","test"
"1128378194594291584","Andalucía","positive","positive","positive","train"
"1128756440926048384","Wall Street","positive","positive","neutral","train"
"1129045424969527168","España","positive","positive","positive","val"
"1129064626765860864","Ibex 35","neutral","neutral","neutral","test"
"1129119579572244352","españoles","positive","positive","positive","test"
"1129419052726853632","JP Morgan","positive","neutral","neutral","train"
"1129764123586301952","Berlín","negative","negative","negative","train"
"1130465179651792768","economía japonesa","positive","positive","positive","val"
"1130764389416603648","España","positive","positive","positive","test"
"1130855978088390784","PIB","positive","positive","positive","train"
"1130945812823969536","España","neutral","neutral","neutral","train"
"1132904965352152960","Ibex 35","positive","positive","positive","train"
"1132940623693209600","Renault y Fiat Chrysler","positive","neutral","neutral","train"
"1133325899405897600","bono italiano","positive","positive","positive","train"
"1133340081685766016","Almería","positive","neutral","neutral","train"
"1133427733231538048","Ali Baba","positive","neutral","neutral","train"
"1133440301526179840","España","positive","positive","positive","train"
"1133449872030543616","Aena","positive","neutral","neutral","train"
"1134475302191714432","empresas españolas","neutral","neutral","neutral","train"
"1134490300586582016","Andalucia","positive","positive","positive","train"
"1135265543383126016","España","positive","positive","positive","train"
"1135532528524284032","Huawei","positive","neutral","neutral","test"
"1135804921100550016","paro","positive","positive","positive","train"
"1135810271379894016","Seguridad Social","positive","positive","positive","val"
"1135830219837886464","Seguridad Social","positive","positive","positive","test"
"1135837693059960832","Australia","positive","positive","positive","test"
"1135935216705593216","Ibex 35","positive","positive","positive","train"
"1135958140946722816","desempleo","positive","positive","positive","val"
"1136342535104794624","EEUU","positive","positive","positive","train"
"1136384614489055232","Uber","positive","neutral","neutral","test"
"1136577278442426368","Hedge Funds","positive","neutral","neutral","test"
"1136595238854778752","bono español","positive","positive","positive","train"
"1136668260814991232","Estados Unidos","positive","positive","positive","val"
"1136709112266403840","Vértice 360","positive","neutral","neutral","val"
"1136725854212542464","Dow Jones","positive","positive","neutral","test"
"1136887183502127232","Finlandia","neutral","neutral","neutral","train"
"1136891057344536448","Ibex 35","positive","positive","positive","train"
"1137045303545278464","Banco de España","positive","positive","positive","val"
"1137094638496604032","Wall Street","positive","positive","neutral","val"
"1137654250773897216","EEUU","positive","positive","positive","train"
"1137744682719617024","España e India","positive","positive","positive","train"
"1138005833525211136","índices estadounidenses","positive","positive","positive","train"
"1138109474693165056","Ibex 35","positive","positive","positive","train"
"1138408573317373952","Santander","neutral","neutral","neutral","val"
"1138419609223274368","Adif","positive","neutral","neutral","test"
"1138484797423136768","MásMóvil","positive","neutral","neutral","train"
"1138704558446841984","inflación","positive","positive","positive","val"
"1138748673385533440","Andalucía","positive","positive","positive","val"
"1138777805175644032","Europa","neutral","neutral","neutral","train"
"1138779242282573824","Amazon","positive","neutral","neutral","train"
"1138786481710014464","Delaviuda","positive","neutral","positive","train"
"1138874306048471040","Telefónica","neutral","neutral","neutral","val"
"1138909839151599616","México","positive","positive","positive","test"
"1139110984776335232","Merlin","positive","neutral","neutral","val"
"1139131181285462016","Inditex","positive","neutral","neutral","train"
"1139490502049505152","Barcelona","positive","positive","positive","test"
"1139496400805355648","bono español","negative","negative","negative","test"
"1139521025404743552","empleados","positive","neutral","positive","train"
"1140261517205676032","eléctricas","positive","neutral","neutral","train"
"1140515079844225024","Ibex 35","positive","positive","positive","train"
"1140918029783568384","Indra","positive","neutral","neutral","val"
"1141054073837428736","bono español a 10 años","positive","positive","positive","train"
"1141057971713126400","SGAE","positive","neutral","neutral","val"
"1141240562776981632","bolsas europeas","positive","positive","positive","train"
"1141357484625600384","Peugeot-Citroën","positive","neutral","neutral","train"
"1141408858356813824","Fed","neutral","positive","positive","train"
"1141422128761331584","renovables","positive","neutral","neutral","val"
"1141434764324462336","BigTech","positive","neutral","neutral","val"
"1141595663421071232","Telefónica","positive","neutral","neutral","train"
"1141802597436854016","Slack","positive","neutral","neutral","train"
"1141805122374254592","IAG","positive","neutral","neutral","train"
"1141962107560386432","Sacyr","positive","neutral","neutral","train"
"1142063315524444032","Wall Street","neutral","neutral","neutral","val"
"1143052066891472768","Ibex 35","positive","positive","positive","test"
"1143164825956212736","medicamentos","negative","neutral","positive","test"
"1143256732342378368","EEUU","positive","positive","positive","train"
"1143424152033988608","West Texas","positive","negative","negative","train"
"1143532165516484608","recuperación económica española","positive","positive","positive","test"
"1143614058077327232","España","positive","positive","positive","train"
"1143765483386109952","Iberdrola","positive","neutral","neutral","train"
"1143837896631299968","Dia","positive","neutral","neutral","train"
"1143968929104224384","zapatillas","positive","neutral","neutral","val"
"1143969661077393408","EEUU","positive","positive","positive","train"
"1144137193620955136","EEUU y China","positive","positive","positive","train"
"1144230147240992768","EEUU","positive","positive","positive","val"
"1144345545374412800","Fed","positive","neutral","neutral","train"
"1144702075865042816","Wall Street","positive","positive","neutral","train"
"1145577804991541248","pan integral","positive","positive","positive","train"
"1145691208351723648","Renfe","positive","neutral","neutral","train"
"1145779724242870016","París","positive","negative","positive","val"
"1145950727958908800","paro","positive","positive","positive","train"
"1145971633145954432","Mercadona","positive","neutral","neutral","val"
"1146081147631427584","Ibex 35","positive","positive","positive","val"
"1146147535230308352","Mercadona","positive","neutral","neutral","train"
"1146173638917394432","ACS","positive","neutral","neutral","train"
"1146305774555189248","Ibex 35","positive","positive","positive","val"
"1146467691038957568","Audax y Statkraft","positive","neutral","neutral","train"
"1146819456989093760","patrocinio deportivo mundial","positive","positive","neutral","train"
"1146920704727814016","Coca-Cola","neutral","neutral","neutral","train"
"1147026508701216768","Alcoa","positive","neutral","neutral","train"
"1147122748394749952","EEUU","positive","positive","positive","train"
"1147211899395874816","Argentina","positive","positive","positive","train"
"1147784819243245568","motor","positive","neutral","neutral","test"
"1148123472993881984","exportaciones alemanas","positive","positive","positive","train"
"1148320829815611136","Santander","positive","neutral","neutral","train"
"1148482229519208448","Tesoro Público","positive","neutral","neutral","train"
"1148656298633940736","OCDE","positive","positive","positive","train"
"1148661808774955008","IBM","positive","neutral","neutral","test"
"1148685269597601536","Wall Street","neutral","neutral","neutral","train"
"1149008387268591616","Banco Sabadell","positive","neutral","neutral","val"
"1149085984254041984","Santander, BBVA y CaixaBank","positive","neutral","neutral","train"
"1149303928489688960","WallStreet","positive","neutral","neutral","train"
"1149317976878981248","Dow Jones","positive","positive","neutral","test"
"1149345279285563136","GAM","positive","neutral","neutral","val"
"1149613905951330432","Enagás y Red Eléctrica","positive","neutral","neutral","train"
"1149634813453668352","Huawei","positive","neutral","neutral","train"
"1149676050655272832","Huawei","positive","neutral","neutral","train"
"1149700693172862848","Volkswagen y Ford","positive","neutral","neutral","train"
"1149771573882212352","Wall Street","positive","positive","neutral","train"
"1150691723271479168","Bilbao","positive","positive","positive","train"
"1150702292531683200","PGN","positive","neutral","neutral","train"
"1150833736432443136","Oryzon Genomics","positive","neutral","neutral","train"
"1151052600755679232","Grifols","positive","neutral","neutral","train"
"1151166595240222848","Ibex 35","positive","positive","positive","test"
"1151534548913667968","Carrefour","positive","neutral","neutral","val"
"1151815012987604736","empleo turístico español","positive","positive","positive","train"
"1151948781774135168","Microsoft","positive","neutral","neutral","val"
"1152281952256499584","Ibercaja","neutral","neutral","neutral","val"
"1152502164062900224","marca del caballo rampante","positive","neutral","neutral","train"
"1152575146068193152","gigante tecnológico","positive","neutral","positive","val"
"1152610783177707648","activos inmobiliarios","positive","positive","neutral","train"
"1153199717653856512","Unión Europea","negative","negative","negative","train"
"1153207981678444288","Philips","positive","neutral","neutral","train"
"1153239546345210112","empresas","positive","positive","positive","test"
"1153310984808935424","Saus","positive","neutral","neutral","val"
"1154053939811086336","Ibex 35","positive","positive","positive","train"
"1154051191883599872","Naturgy","positive","neutral","neutral","val"
"1154048593747050496","Repsol","positive","neutral","neutral","train"
"1154005857019072512","Iberdrola","positive","neutral","neutral","train"
"1153967812358168320","sueldos","positive","positive","positive","test"
"1153950447201333248","Iberdrola","positive","neutral","neutral","train"
"1153943600633458688","Iberdrola","positive","neutral","neutral","train"
"1153932835029495808","Alantra","positive","neutral","neutral","train"
"1153918992110772224","Iberdrola","positive","neutral","neutral","train"
"1153913907192434688","Iberdrola","positive","neutral","neutral","val"
"1153910192561623040","Ibex","positive","positive","positive","val"
"1153764259194724352","hoteles españoles","positive","positive","neutral","val"
"1153700144354877440","IBEX35","positive","positive","positive","train"
"1153692838732976128","Ibex 35","positive","positive","positive","test"
"1153691860977762304","Santander","positive","neutral","neutral","test"
"1153686211644592128","Deliveroo","negative","positive","positive","train"
"1153676120413351936","economía española","positive","positive","positive","val"
"1153660411528523520","Wall Street","neutral","neutral","neutral","train"
"1153658567762817024","WEO","neutral","neutral","neutral","val"
"1153655808800043008","España","positive","positive","positive","train"
"1153652207650295808","España","positive","positive","positive","val"
"1154057403291357184","Ibex","positive","positive","positive","test"
"1154060444472152064","Ibex35","positive","positive","positive","test"
"1154060859955539968","Ibex","positive","positive","positive","test"
"1154063243763179520","Repsol","positive","neutral","neutral","train"
"1154074039096360704","Talgo","positive","neutral","neutral","train"
"1154082617714774016","Talgo","positive","neutral","neutral","train"
"1154119429657174016","Nasdaq","positive","positive","positive","test"
"1154126355518369536","Amancio Ortega","positive","neutral","neutral","val"
"1154126650222751488","Alantra Partners","positive","neutral","neutral","val"
"1154126609680609280","Ibex","positive","positive","positive","val"
"1154202110252199936","Santander","positive","neutral","positive","train"
"1154265276160126720","Telefónica","positive","neutral","neutral","train"
"1154268874860388352","Bankinter","positive","neutral","neutral","val"
"1154268842203451136","Telefónica","positive","neutral","neutral","test"
"1154273831843958784","Bankinter","positive","neutral","neutral","test"
"1154274582452494336","Telefónica","positive","neutral","neutral","val"
"1154285376187588608","España","positive","positive","positive","train"
"1154286572042358784","paro","positive","positive","positive","val"
"1154286414118498304","IBEX 35","positive","positive","positive","train"
"1154287848687898624","ocupados","positive","positive","positive","test"
"1154287959551676416","hogares","positive","positive","positive","test"
"1154288646725541888","ocupados","positive","positive","positive","val"
"1154289149777731584","Ibex35","positive","positive","positive","train"
"1154290188006371328","Atresmedia","positive","neutral","neutral","train"
"1154292112101449728","Ibex","positive","positive","positive","val"
"1154295217811537920","Repsol","positive","neutral","neutral","train"
"1154297223087296512","paro juvenil","positive","positive","positive","train"
"1154297634825412608","empleo","positive","positive","positive","train"
"1154298994643886080","MásMóvil","neutral","neutral","neutral","val"
"1154300706884608000","paro","positive","positive","positive","train"
"1154307827017703424","Hacienda","neutral","neutral","neutral","train"
"1154315617555628032","Bankinter","positive","neutral","neutral","train"
"1154320003304497152","BCE","neutral","neutral","neutral","train"
"1154320634970869504","Telefónica","positive","neutral","neutral","val"
"1154330624502751232","Sfera","positive","neutral","neutral","train"
"1154330701279322112","empleos","positive","positive","positive","train"
"1154341525431693312","Schroders","positive","neutral","neutral","train"
"1154362007358976000","bancos","positive","neutral","neutral","val"
"1154367182597496832","Iberdrola","positive","neutral","neutral","test"
"1154376696516231168","Ibex35","positive","positive","positive","val"
"1154388179199365120","Ibex","positive","positive","positive","train"
"1154405731413712896","pymes y autónomos","positive","positive","positive","train"
"1154421015835029504","American Airlines","positive","neutral","neutral","val"
"1154436301367729920","Carrefour","positive","neutral","neutral","train"
"1154442178355171328","caixabank","positive","neutral","neutral","test"
"1154449235233792000","CNMC","positive","positive","positive","val"
"1154451749303934720","NH Hotel","positive","neutral","neutral","train"
"1154466340213681920","Brent","positive","negative","negative","train"
"1154481590300377088","Repsol","neutral","neutral","neutral","train"
"1154481865019056128","Wall Street","positive","positive","neutral","train"
"1154484609255534336","Amazon","positive","neutral","neutral","test"
"1154632491313049600","Facebook","positive","neutral","neutral","train"
"1154640494997200896","Ibex","positive","positive","positive","train"
"1154646784775512064","Cellnex","positive","neutral","neutral","train"
"1154662389255737088","Caixabank","positive","neutral","neutral","train"
"1154732796625264640","EEUU","positive","positive","positive","test"
"1154747804201443328","Wall Street","positive","positive","neutral","train"
"1154749211205873664","EEUU","positive","positive","positive","val"
"1154752650946240512","McDonald's","positive","neutral","neutral","val"
"1154781345517854720","Ibex","neutral","neutral","neutral","test"
"1154786654860775424","Ibex35","neutral","neutral","neutral","train"
"1154817158121250816","Alsa","positive","neutral","neutral","train"
"1154919413138755584","Euskaltel","positive","neutral","neutral","train"
"1155425163048919040","Repsol","positive","neutral","neutral","train"
"1155446805477253120","Renfe","positive","neutral","neutral","train"
"1155725750353485824","Bankia","positive","neutral","neutral","train"
"1155760374920228864","San José","positive","neutral","neutral","test"
"1155773546523766784","Abanca","positive","neutral","neutral","val"
"1155783524508667904","Applus","positive","neutral","neutral","train"
"1155798878056341504","Mutua Madrileña","positive","neutral","neutral","val"
"1155825050831994880","Alstom","positive","neutral","neutral","train"
"1155855247191019520","María Luisa Jordá","positive","neutral","neutral","test"
"1155863128036511488","Just Eat","positive","neutral","neutral","train"
"1155870929676902400","ACS","positive","neutral","neutral","train"
"1155874124096516096","Colonial","positive","neutral","neutral","train"
"1155885725524643840","Douglas","positive","neutral","neutral","test"
"1155885917984501504","Azkoyen","positive","neutral","neutral","train"
"1155900977574227968","Mutua Madrileña","positive","neutral","neutral","train"
"1155904789240340480","inflación","neutral","neutral","neutral","train"
"1155916075684507648","Abanca","positive","neutral","neutral","val"
"1155938294288404480","Cortefiel","positive","neutral","neutral","train"
"1156093573097500672","Gamesa","positive","neutral","neutral","test"
"1156138367320580096","VidaCaixa","positive","neutral","neutral","train"
"1156147036418392064","Siemens Gamesa","positive","neutral","neutral","train"
"1156154976051351552","Siemens Gamesa","positive","neutral","neutral","train"
"1156183673626144768","España","positive","positive","positive","val"
"1156288350703120384","Enagás","positive","neutral","neutral","train"
"1156293384224608512","luz","positive","negative","negative","train"
"1156307064622370816","Apple","positive","neutral","neutral","train"
"1156469554387791872","Airbus","positive","neutral","neutral","train"
"1156472571170316288","obra pública","positive","positive","positive","train"
"1156485904606945280","Airbus","positive","neutral","neutral","train"
"1156489083801276416","economía española","positive","positive","positive","train"
"1156496536727109632","eurozona","positive","positive","positive","train"
"1156527462173614080","EssilorLuxottica","positive","neutral","neutral","train"
"1156602926195970048","BBVA","positive","neutral","neutral","test"
"1156608514204274688","Aena","positive","neutral","neutral","test"
"1156626774366855168","dinero","positive","positive","positive","val"
"1156814828641619968","Liberbank","positive","neutral","neutral","train"
"1156823127210549248","OHL","positive","neutral","neutral","train"
"1156832718795280384","Ibex 35","positive","positive","positive","test"
"1156845274658156288","Fluidra","positive","neutral","neutral","train"
"1156934863431356416","General Motors","positive","neutral","neutral","val"
"1156953418944135168","Ibex","positive","positive","positive","val"
"1156953394914963712","Ibex 35","positive","positive","positive","train"
"1156956663447982080","Ibex 35","positive","positive","positive","train"
"1156958014173323264","España","positive","positive","positive","train"
"1156959129866592512","Ibex35","positive","positive","positive","train"
"1157025753323773952","SegurCaixa Adeslas","positive","neutral","neutral","test"
"1157221107038129920","Setanta","positive","neutral","neutral","val"
"1157232286171127808","Allianz","positive","neutral","neutral","test"
"1157271376610385920","EEUU","positive","positive","positive","test"
"1157306587373080320","Gobierno","neutral","neutral","neutral","train"
"1157310534888427520","Estados Unidos","positive","positive","positive","val"
"1157395820720918528","Audi","positive","neutral","neutral","train"
"1158262436048384000","Corte inglés","positive","neutral","neutral","train"
"1158284001066528768","HSBC","positive","neutral","neutral","val"
"1158423753900134400","euro","positive","positive","positive","val"
"1158452816274477056","Mercadona","positive","neutral","neutral","test"
"1158543209724882688","vivienda","positive","negative","negative","test"
"1158603665768439808","Ibex 35","neutral","neutral","neutral","train"
"1158614932914675712","Ibex 35","neutral","neutral","neutral","val"
"1158664268528738304","España","positive","positive","positive","test"
"1158686835855581184","Ibex35","positive","positive","positive","val"
"1158746115510067200","Oro","positive","positive","positive","train"
"1158821304855932928","Brasil","positive","positive","positive","val"
"1158958445028093952","Tomás Olivo","positive","neutral","neutral","val"
"1158996793058889728","Ibex 35","positive","positive","positive","train"
"1159005950679965696","Ibex35","positive","positive","positive","train"
"1159010082614599680","Unicredit","positive","neutral","neutral","train"
"1159045017366859520","bono español","positive","positive","positive","val"
